ID,Salary
SID113762,2280.1626
SID113910,4775.4277
SID114059,2719.7812
SID114080,4540.1426
SID11411,3009.6924
SID114238,2891.7866
SID114519,4125.149
SID114531,2095.1487
SID114559,4216.893
SID114580,1889.4036
SID114635,4666.989
SID11464,4154.9897
SID114752,2448.3687
SID114925,2854.5803
SID114966,2410.1318
SID115004,2368.3313
SID115045,3569.322
SID115088,2826.6296
SID115178,2495.49
SID115190,5253.6523
SID115196,2907.245
SID115215,2413.3577
SID115226,2271.9507
SID115325,4245.436
SID115525,5302.876
SID115546,2578.552
SID115581,3591.4758
SID115597,3105.0625
SID115644,2865.852
SID115678,4541.863
SID115745,2499.1116
SID11576,3129.8345
SID115837,3579.6663
SID115842,4878.0464
SID115996,2964.949
SID116065,3367.6743
SID116069,2728.7043
SID116128,3215.5928
SID116203,2506.1047
SID116226,3167.6348
SID11623,3255.0479
SID116334,3953.214
SID11634,2626.9402
SID116352,2806.608
SID116403,3311.4087
SID116483,2972.9514
SID116655,2423.5413
SID116668,2671.377
SID116763,3420.315
SID11681,2257.625
SID116920,3155.9294
SID116957,2666.388
SID116958,2723.6772
SID116970,2862.606
SID117067,2330.9224
SID117121,2596.065
SID117260,2895.2693
SID117388,5859.8955
SID117408,2368.9692
SID117432,4531.785
SID117442,5489.5127
SID117462,3628.1782
SID117755,2597.3125
SID117800,2624.345
SID117822,3287.7363
SID11784,2400.241
SID117889,4262.1797
SID117915,2486.5042
SID118018,2619.6375
SID118128,4276.568
SID118218,3368.286
SID118343,2734.2454
SID118405,3800.055
SID118463,3680.096
SID118471,4631.447
SID118506,1595.5269
SID118525,3014.138
SID118554,2626.14
SID118586,3336.6985
SID118594,2352.7795
SID118622,2459.378
SID118679,3187.0525
SID118688,4066.248
SID118718,3559.5334
SID118732,2204.2253
SID118791,1806.4923
SID118869,3408.2869
SID118890,3418.8296
SID119001,2171.7485
SID119028,3336.8396
SID119118,3245.7825
SID119152,2190.1594
SID119223,2994.001
SID119229,2327.5242
SID119298,2981.1235
SID119414,5461.3516
SID119469,2752.7031
SID11960,2533.8792
SID119621,2441.3691
SID119624,1592.0853
SID119731,3510.5325
SID119795,5197.4814
SID119831,2855.7646
SID119839,3287.998
SID119909,2777.0332
SID119930,4483.683
SID119936,4817.799
SID12011,3024.8372
SID120116,838.80756
SID120215,3415.0828
SID120303,6251.2095
SID120369,2898.0227
SID120377,2862.3547
SID120403,2404.5483
SID120442,2102.657
SID120494,2591.5376
SID120523,2462.7964
SID120525,2608.076
SID120530,2586.6494
SID12056,2830.3723
SID120580,3045.2952
SID120611,2921.4583
SID12063,2651.8682
SID120699,4044.8743
SID12078,4071.3015
SID120988,2730.8142
SID120997,2748.3735
SID121067,2816.4946
SID121093,3661.71
SID121201,5117.554
SID121278,2883.2407
SID121394,3023.549
SID121395,3058.197
SID12141,3619.414
SID121440,2020.3297
SID121457,1973.4701
SID121463,1976.2355
SID121489,4956.2617
SID121525,2585.9827
SID121657,2268.9763
SID121686,2557.2805
SID121719,2311.6448
SID121881,2722.1855
SID121907,2063.521
SID121920,2820.923
SID122339,1989.9093
SID122432,2952.55
SID122436,2284.1567
SID122617,2389.0327
SID122650,3295.0908
SID122673,3101.1477
SID122712,2401.2092
SID122748,2848.6504
SID122836,3253.1172
SID12286,2474.9907
SID122942,2272.516
SID123052,3258.4412
SID123056,3455.656
SID123092,4522.3545
SID123126,3388.2703
SID123164,3797.287
SID123311,3731.0117
SID123414,2945.1367
SID12355,3125.5103
SID123656,4421.205
SID123859,3935.7708
SID123886,3007.836
SID123896,2278.6506
SID123959,3831.052
SID124108,2376.0576
SID124126,4056.7346
SID124176,5025.035
SID124217,2617.386
SID124313,2987.169
SID124353,2950.4614
SID124361,3370.3684
SID124366,3750.1477
SID124406,2607.576
SID124445,2840.7532
SID124464,2299.282
SID124479,2824.813
SID124525,2796.1565
SID124586,6101.29
SID124640,2118.4475
SID124642,3409.7876
SID124715,3782.6807
SID124767,1447.0164
SID124851,3216.8237
SID124855,4119.268
SID12489,4463.0957
SID124939,2288.3987
SID124949,1977.6726
SID124995,3992.4424
SID125153,2737.2407
SID125184,2223.3318
SID125258,2409.901
SID125296,3263.053
SID125366,3215.128
SID125404,2547.6816
SID125434,2677.7178
SID125437,2327.0454
SID125502,6130.129
SID125611,3369.0652
SID125689,3735.6514
SID125733,5282.2246
SID125835,3128.745
SID125862,2671.511
SID125915,3409.2356
SID12600,1990.4546
SID126082,3257.5955
SID126101,2865.4324
SID126174,3480.5918
SID126186,2277.2275
SID126352,3062.9963
SID126499,4049.3977
SID126529,2433.9282
SID126540,6136.7144
SID126565,3494.4565
SID126587,2845.5234
SID126651,4552.8516
SID126666,2482.2068
SID126761,2476.6353
SID126878,2129.1584
SID126943,2166.8677
SID127107,2522.4744
SID12712,2944.1147
SID127126,2720.6953
SID127266,3272.4778
SID127281,2373.1724
SID127305,4975.1353
SID127347,4970.2466
SID127355,2165.7788
SID127366,2358.0662
SID127436,3221.3398
SID127483,2207.8704
SID127534,2002.4167
SID127597,3317.3508
SID127677,3041.6267
SID127706,1974.5042
SID127739,4396.287
SID127747,1926.0016
SID127762,2613.5615
SID12792,3161.0547
SID127938,3278.9656
SID127939,4714.9414
SID127941,2883.9626
SID128014,2792.1445
SID128026,2705.0527
SID128046,2665.6948
SID128281,3171.4363
SID128305,2368.0823
SID128317,2435.4285
SID128347,3182.4812
SID128414,1974.5039
SID128430,2184.2744
SID12857,3046.219
SID128626,3288.6484
SID128872,3881.9922
SID128876,2238.2341
SID129056,2589.2656
SID129065,2328.5208
SID129073,2047.3722
SID129082,2563.2273
SID129094,3058.2085
SID129176,2998.7021
SID129181,2382.178
SID129202,4930.203
SID129354,3117.9111
SID129355,1724.9359
SID129417,2875.6345
SID129455,3044.4075
SID12946,2554.1606
SID129487,2881.749
SID129506,1939.5011
SID129531,2477.9373
SID129533,7397.734
SID129540,5305.5957
SID129604,4168.9717
SID129625,3417.391
SID129626,2083.3896
SID12964,2554.1606
SID12970,2601.828
SID129744,2213.9631
SID129753,5150.468
SID129768,3088.1584
SID129809,2220.552
SID129815,3483.323
SID129848,2565.2048
SID130141,5245.8887
SID130186,2971.781
SID130217,1762.0885
SID130257,3567.278
SID130299,4468.0225
SID130460,2426.847
SID130633,2892.7778
SID13069,2668.8975
SID130709,2443.5193
SID130819,1949.5256
SID130859,2264.2888
SID130918,2441.236
SID131003,2438.1914
SID131104,4732.6704
SID131125,3331.1123
SID131155,3221.33
SID131218,2414.6296
SID131219,2390.4739
SID131246,4067.4663
SID131330,2117.59
SID131534,2525.6348
SID131686,2866.1013
SID131706,2825.7922
SID131758,2946.216
SID131823,1726.8572
SID131845,3252.9463
SID131984,3288.2507
SID132006,2903.2192
SID132045,2881.5186
SID132068,2948.7888
SID132084,4038.8948
SID132286,2689.9792
SID132320,3264.7964
SID132362,2856.854
SID132440,3405.868
SID132535,2290.729
SID132544,2662.4504
SID132592,2769.5679
SID132744,3403.9407
SID132765,2859.8157
SID13277,3336.3794
SID132779,3662.4497
SID132806,2430.079
SID132869,5264.361
SID132910,3985.0698
SID132963,2711.6162
SID133109,3249.7397
SID133144,5732.7227
SID133177,3176.7
SID133235,3966.3638
SID133329,604.014
SID13339,3514.5525
SID133588,2512.6362
SID133688,4628.4824
SID133707,3621.28
SID133727,2314.1514
SID133804,3375.0403
SID133814,3517.9626
SID133817,2829.29
SID133867,2690.46
SID133868,2406.1743
SID133879,4308.1836
SID133884,1890.8839
SID133887,1814.5989
SID133965,4427.0767
SID134102,2930.2927
SID134130,2073.5857
SID134168,3629.4414
SID134169,4343.256
SID134180,2112.6516
SID134184,2998.2168
SID134314,1178.7886
SID134400,2167.1848
SID134433,1451.5806
SID134472,2389.9663
SID134602,3759.227
SID134710,2993.4944
SID134920,2198.1748
SID13495,4416.6206
SID134998,2375.0525
SID1351,3966.7715
SID135172,2813.2175
SID135262,3113.474
SID135268,3261.0227
SID135292,3450.5803
SID135298,3410.1985
SID135339,2043.4803
SID135393,2780.251
SID135421,2398.6497
SID135431,4781.508
SID135460,2148.9443
SID135466,3274.3687
SID135494,3043.2761
SID13561,3402.353
SID135621,2690.5898
SID135629,2347.7847
SID135747,3342.5945
SID135775,4438.362
SID135805,4289.2456
SID135826,5071.327
SID135829,2744.6711
SID135831,3163.608
SID135847,2503.4272
SID135896,3712.5063
SID135910,2821.934
SID135920,2902.9695
SID135945,2179.602
SID135989,4194.419
SID136010,3327.4275
SID136063,2933.9604
SID136189,1388.2192
SID136201,3421.5508
SID136264,4039.1572
SID136315,2119.385
SID13635,2465.0356
SID136407,3570.6467
SID136481,2973.6812
SID136489,2328.2686
SID136509,3307.5735
SID13651,3049.982
SID136567,3000.8418
SID136592,2450.6992
SID136751,2141.8464
SID136805,1748.3169
SID136825,5109.4365
SID136857,4482.258
SID136862,2656.9849
SID136892,3012.0933
SID137013,4199.491
SID137110,2187.305
SID137299,2188.2512
SID137353,3343.8281
SID137415,2714.578
SID137598,4429.9673
SID137611,3031.6826
SID137633,5545.0156
SID137702,3940.7317
SID137751,2504.1772
SID137820,5649.7495
SID137829,3232.3887
SID137850,5178.8984
SID137862,2944.3193
SID137874,2526.0696
SID137942,2485.0386
SID137987,2349.6
SID138019,2760.1135
SID138049,2602.3054
SID138156,2489.1548
SID138177,2162.562
SID138235,2386.8674
SID138301,3245.1814
SID138393,4093.183
SID138399,3442.8032
SID138412,3442.2236
SID138429,2129.9546
SID138486,3164.4932
SID138499,3452.8816
SID138505,3091.2527
SID138520,3364.5159
SID138529,2549.76
SID138535,1492.1594
SID138543,2354.184
SID138554,4348.902
SID138567,2786.022
SID138570,4046.6125
SID138707,3206.1133
SID138729,3749.7732
SID138772,3457.9072
SID138798,2837.115
SID13889,2203.4404
SID138920,4167.5273
SID138998,3553.2969
SID139019,3477.6296
SID139045,2715.1677
SID139088,2512.44
SID139158,1832.6307
SID139184,3731.2156
SID139209,2527.002
SID139212,2398.4517
SID13933,3142.331
SID139457,2212.0469
SID139519,2551.4841
SID139523,2661.1746
SID139528,3346.445
SID139586,2112.9207
SID139716,3377.418
SID139780,3461.6338
SID139927,3710.5867
SID140050,4278.612
SID140087,4638.4814
SID140097,2585.5652
SID140145,3150.0134
SID140160,2728.7468
SID140265,2101.9272
SID140336,3037.1274
SID14040,3142.9644
SID140452,2537.0857
SID140520,2428.1577
SID140876,3055.7527
SID140900,3618.4084
SID140930,3400.6768
SID140970,3593.0042
SID140973,3328.7947
SID140974,2418.8154
SID140983,2644.0388
SID14107,5145.818
SID141080,3025.4688
SID141099,2883.9802
SID141100,2883.9802
SID141147,3022.0981
SID141168,2552.3687
SID141190,5463.043
SID141263,6023.2354
SID141334,2250.8066
SID141342,2986.4673
SID141350,2314.4075
SID14138,2874.329
SID141387,2531.9553
SID141421,3386.6155
SID141440,1934.0942
SID141466,2407.4465
SID141473,3355.2466
SID141546,1987.8965
SID141566,2764.4253
SID141658,2623.7205
SID141669,4378.4834
SID141785,3036.671
SID141789,3077.64
SID141879,2084.678
SID141946,1638.995
SID141984,2536.9297
SID142112,2951.4978
SID142137,2380.0378
SID14217,3434.6094
SID142205,2792.166
SID14225,3268.853
SID142375,2407.2656
SID142475,6673.902
SID142489,3260.2874
SID142565,5997.6436
SID142673,4450.62
SID142698,2720.4656
SID142699,2960.3728
SID142742,3745.41
SID142750,2954.8745
SID142809,2669.332
SID142856,3188.1948
SID142863,4816.7456
SID142878,2956.5435
SID14292,3541.724
SID142920,2729.7476
SID142989,2595.584
SID143025,3148.9
SID143248,3403.2292
SID143258,4777.8696
SID143338,2042.963
SID143550,3126.8577
SID143580,2424.606
SID143603,1720.5388
SID143709,2697.4363
SID14373,4290.758
SID143792,2676.0908
SID143953,2880.9468
SID143996,2437.428
SID143997,2326.4585
SID144061,2372.5369
SID144223,2316.9097
SID144267,2762.6975
SID14427,1963.3928
SID144334,2997.1406
SID144360,3004.064
SID144427,3980.9868
SID144532,3637.455
SID144562,2671.735
SID144634,2085.4978
SID144713,3445.0288
SID144753,2881.228
SID144812,2851.2214
SID144991,4062.5403
SID145009,3157.0952
SID145133,3569.7551
SID145154,2429.4495
SID145218,2218.9592
SID145278,4044.9841
SID145397,2802.134
SID145416,3035.137
SID145567,3027.4067
SID145574,2845.0151
SID145611,3050.5913
SID14565,2635.4094
SID145654,2828.8025
SID145723,4244.3213
SID145767,1548.9585
SID145787,3441.4575
SID145815,2224.1135
SID145835,4992.4395
SID145870,3236.3066
SID145885,2806.7864
SID1459,3898.0825
SID145924,3484.7068
SID145946,2883.1477
SID145965,2877.413
SID146022,2230.2043
SID146056,4820.777
SID146078,3300.5645
SID146110,2428.2747
SID146131,2996.2473
SID146143,2118.325
SID146202,2446.6392
SID146208,3860.9817
SID146338,4636.747
SID146436,5426.934
SID146445,3483.5486
SID146546,2731.406
SID146553,2430.0227
SID146694,2304.967
SID146711,2388.267
SID146891,2851.0862
SID146944,5178.737
SID146981,2512.6262
SID147130,3226.8508
SID147298,4349.7573
SID147506,2832.7583
SID147680,4810.8247
SID14769,2761.1653
SID147692,2833.1736
SID147718,2195.7832
SID147730,2561.0088
SID147787,3327.3232
SID147901,2519.663
SID147907,2128.9116
SID148019,3315.9783
SID14806,3009.8225
SID14807,2521.9634
SID148158,2564.577
SID148172,1831.5771
SID148221,3540.8892
SID148304,3402.0598
SID148392,3254.415
SID14869,2953.306
SID148705,3415.323
SID148734,2733.9873
SID148803,2204.724
SID148818,2951.35
SID148877,3553.939
SID148909,2126.1113
SID148960,2280.5542
SID148961,3348.5386
SID149007,3069.8845
SID149026,2518.9758
SID149079,3035.7673
SID149210,3270.8992
SID149224,2676.0142
SID149237,4135.776
SID149285,3556.3645
SID149295,4397.5625
SID149337,3311.145
SID14941,2218.8787
SID149479,3857.86
SID149499,2475.9675
SID149538,1841.1248
SID149555,2150.7207
SID149671,2254.1934
SID149705,2345.9597
SID149726,3233.2136
SID149734,3518.091
SID14989,4542.89
SID14990,2732.108
SID149925,3987.9175
SID149990,2852.397
SID149995,2537.4465
SID150050,4463.3833
SID150061,2379.487
SID15016,4307.7773
SID150352,2631.4272
SID150388,6349.879
SID150446,2611.8027
SID150540,3164.0703
SID150550,2975.526
SID150919,2815.6658
SID15101,3287.409
SID151036,3503.7866
SID151049,2324.429
SID151083,2079.911
SID151085,2700.9226
SID15110,2100.782
SID151227,3212.21
SID151236,3818.4478
SID151240,3818.4478
SID151505,3534.5063
SID151612,2367.2058
SID151637,3519.9495
SID151719,1536.5663
SID151819,4681.2383
SID151881,3729.643
SID152074,7068.204
SID152217,1095.8016
SID152223,473.72403
SID152348,3294.4016
SID152427,3275.9202
SID15243,5616.0957
SID152494,2517.1528
SID1525,2417.0054
SID152551,2265.1016
SID152589,2463.805
SID15262,3170.745
SID152717,2315.1067
SID152760,1227.8123
SID152764,2005.4216
SID15278,3323.5916
SID152800,2839.6558
SID152916,2965.0193
SID15293,5440.996
SID152935,2509.263
SID152997,3316.636
SID153084,4026.223
SID153103,3030.4224
SID153145,4452.8945
SID153237,5311.627
SID153345,2967.158
SID153511,4074.8872
SID153523,3367.3054
SID153528,3238.3347
SID153549,3646.149
SID15357,4206.4136
SID153640,2646.627
SID153657,2719.04
SID153734,4433.8203
SID153754,3188.5928
SID15383,3063.582
SID153884,2124.5183
SID15389,3346.8977
SID153911,6548.933
SID153948,2654.7766
SID153959,2371.601
SID154082,6099.501
SID154084,6099.501
SID15421,4521.3916
SID154257,2598.3337
SID15426,5106.5513
SID154371,6277.8257
SID154490,3270.0393
SID154497,2379.1228
SID154580,4094.9585
SID154623,2638.968
SID154626,2180.05
SID154705,3574.9915
SID154706,2510.9795
SID154769,2453.4983
SID154779,2665.528
SID154787,5430.35
SID154815,4689.2173
SID154848,1605.3451
SID155013,2357.3154
SID155036,2994.724
SID155074,2264.2039
SID155076,2230.0205
SID155116,2829.456
SID155145,3652.4768
SID155194,2083.0007
SID155207,3125.3792
SID155242,2703.1875
SID155605,1772.4508
SID155681,2299.437
SID155776,4013.995
SID155779,3409.2383
SID155794,2823.6685
SID155861,1684.267
SID155988,1304.7345
SID15599,3802.4487
SID156011,2454.8088
SID156082,2065.6455
SID156103,3075.801
SID156143,2331.8918
SID156186,2889.3228
SID156210,3457.096
SID156227,2523.4067
SID156232,5075.187
SID156244,3655.037
SID156365,2502.485
SID156420,2338.5286
SID156562,3036.1128
SID156628,2615.8567
SID156713,3569.5747
SID156717,2261.8262
SID156905,3852.5063
SID156911,2453.316
SID157013,4946.7715
SID157030,2849.4766
SID157033,4114.375
SID157152,3190.494
SID157275,2640.1277
SID157344,3012.473
SID157345,3012.473
SID15735,4417.1826
SID157351,6495.083
SID157488,3054.21
SID157522,2672.4055
SID15757,3004.5564
SID157571,3036.815
SID157574,1815.9093
SID157645,3035.5615
SID157655,2305.466
SID15770,3332.232
SID157782,3419.348
SID157852,2976.1182
SID157954,2464.192
SID158029,3234.8022
SID158165,3538.3955
SID158168,1849.4524
SID158223,2927.117
SID158260,5039.8804
SID158383,3908.121
SID158388,2817.936
SID158415,2167.8467
SID158484,4271.662
SID158559,2764.5183
SID158589,3271.8838
SID158646,2658.9521
SID158653,2568.3555
SID158678,4244.059
SID158767,2613.099
SID158779,2695.2864
SID158803,4275.821
SID158830,4387.3315
SID15886,2373.6177
SID15887,3745.3772
SID158877,3183.5938
SID158898,3397.1445
SID15903,2706.8525
SID159069,2684.1719
SID159071,2229.2612
SID159081,2413.636
SID159122,5011.982
SID159142,3232.3594
SID159151,2635.454
SID159152,3594.3352
SID159428,3122.5652
SID159508,2232.7769
SID159575,3852.7188
SID159589,2415.066
SID159671,2250.5796
SID159688,3758.347
SID159822,4501.8438
SID159838,2497.281
SID159850,2694.4717
SID159872,2671.1
SID159966,2259.8643
SID160190,3392.315
SID160211,2012.7715
SID160254,2333.4172
SID16037,2117.9104
SID160449,3556.1985
SID160614,2643.1262
SID160626,3742.5532
SID160693,3360.4292
SID160762,3276.4856
SID160889,4187.1816
SID161258,3910.0889
SID161390,5345.9033
SID161451,2745.2598
SID161482,6572.2837
SID161572,4509.8154
SID161598,4064.9326
SID161744,2632.7756
SID161755,2367.3083
SID161785,2420.318
SID161833,2012.722
SID161896,4341.756
SID1619,618.4272
SID161909,3472.0427
SID161912,2967.8066
SID161913,2766.7803
SID161974,2531.4502
SID161982,1594.1573
SID161995,2334.778
SID161999,1918.4785
SID162063,2987.5593
SID162102,4103.3345
SID162144,2131.0298
SID162168,2406.6345
SID162326,2670.4214
SID162476,2190.0105
SID162478,3189.3362
SID162487,2223.1245
SID162643,2863.289
SID162702,4745.606
SID162830,2549.2227
SID162838,3039.4272
SID16314,5365.574
SID163394,2711.0256
SID163470,2824.1978
SID163490,2991.9224
SID163496,4030.1877
SID163526,3537.6077
SID163530,1887.9495
SID163643,2485.4885
SID163672,5787.348
SID163680,2358.7004
SID163732,2796.433
SID163749,2839.1675
SID163807,2706.8745
SID163829,2948.7285
SID163840,2621.118
SID163868,2508.72
SID164035,3815.48
SID164068,3399.6545
SID164075,2595.2075
SID164077,2818.73
SID164112,2603.4312
SID164116,4067.9563
SID16413,2605.9524
SID164158,4233.179
SID164163,2675.1748
SID164182,3623.49
SID164205,1841.3522
SID164208,1840.5034
SID164219,3445.856
SID164258,3004.6628
SID164305,3406.944
SID164427,3131.4382
SID164430,2629.5815
SID164450,2234.028
SID164466,3264.1667
SID164534,2786.9126
SID164678,4782.181
SID164721,3141.6519
SID164730,2679.8867
SID164746,3464.944
SID164802,2609.9307
SID16487,2811.2622
SID164880,2750.5457
SID165007,2911.4434
SID165095,2618.611
SID165139,2550.0537
SID165143,2540.5881
SID165444,2480.5767
SID165488,3186.94
SID165535,2577.9092
SID165605,3862.5596
SID165701,2450.837
SID165913,2309.886
SID165978,5059.755
SID165982,3613.0671
SID166024,3828.9514
SID166084,3985.3022
SID166095,2635.1245
SID166120,2173.0356
SID166144,3293.8167
SID166236,4848.9707
SID166272,2038.072
SID166375,2668.7668
SID166390,3014.7236
SID166429,3714.6785
SID166539,2714.3328
SID166583,2501.0642
SID166601,2842.1743
SID166611,3520.8616
SID166758,3326.8652
SID166817,2819.8384
SID166838,3240.785
SID166868,2587.3818
SID166891,2851.1172
SID166934,3314.217
SID166951,2551.5364
SID167041,3060.1047
SID167076,2518.9155
SID167114,3481.102
SID167222,4800.4683
SID167231,4665.551
SID167306,2412.8633
SID167310,2935.4392
SID167351,2453.4214
SID167495,3205.474
SID167612,3025.21
SID167649,2503.2136
SID167658,2998.0034
SID167673,2437.538
SID167681,2514.8435
SID167697,2684.948
SID167702,1897.8091
SID167703,4108.515
SID16772,4190.6743
SID167787,3438.5298
SID167803,2862.811
SID167837,3586.5662
SID167851,3151.844
SID167860,3440.5046
SID167873,2611.7551
SID167879,3964.578
SID167907,2408.53
SID167921,2688.7651
SID167959,2585.5364
SID168020,3343.7188
SID168059,2745.1877
SID168066,5161.2837
SID168144,2893.697
SID168194,2474.666
SID168243,2690.7976
SID168354,2095.1436
SID168457,4383.769
SID168462,3233.525
SID168482,3493.7415
SID168495,1938.8473
SID168523,2165.28
SID168574,3564.5986
SID168632,3817.6724
SID168680,2967.7834
SID168767,2793.6545
SID168771,2983.6929
SID168786,2969.7534
SID168864,3102.4272
SID168888,2633.4062
SID168969,2628.3687
SID169115,2808.8481
SID16921,2099.7385
SID169260,2863.5398
SID169284,3122.5542
SID169317,3567.0312
SID16933,3337.1348
SID169479,2203.3936
SID169642,3382.318
SID169661,2577.3948
SID169666,3292.6096
SID16970,3220.3552
SID16975,3420.1038
SID169755,2071.918
SID169806,3466.1687
SID169832,2613.7185
SID169861,1639.4559
SID16998,3662.6118
SID170024,2911.2463
SID170050,2547.5671
SID170055,2739.235
SID170260,2743.9775
SID170277,3356.0308
SID170306,2756.5093
SID170312,2668.645
SID170698,2840.1426
SID170730,3958.5098
SID170760,2361.0027
SID170806,2195.0952
SID170832,4133.933
SID170879,2985.5815
SID170926,4476.8213
SID170955,2506.0146
SID170965,2261.2407
SID171007,4215.5244
SID171069,4378.5547
SID171252,3387.2302
SID171337,2720.8457
SID171384,4238.9365
SID171533,2454.5613
SID171575,2882.3909
SID171598,2673.1157
SID171603,2880.0322
SID171616,3040.1523
SID171630,3006.313
SID171645,3280.3545
SID171783,2823.353
SID171814,2294.3958
SID171895,5446.8477
SID171994,1794.279
SID172029,3036.0562
SID172047,2620.9375
SID172082,2593.869
SID172164,2764.9956
SID172184,2893.7737
SID172282,2911.732
SID172292,2114.2932
SID172359,2549.278
SID172377,2036.1892
SID1724,2975.1597
SID172573,2749.4028
SID172588,2081.1726
SID172626,2645.4504
SID172716,4270.863
SID172746,4903.983
SID172777,2614.8591
SID1728,3266.1587
SID172922,4528.4014
SID172946,2626.5305
SID173020,2581.838
SID173023,2845.9355
SID17305,3487.6902
SID173075,2910.671
SID173194,2129.7732
SID173232,3183.5293
SID173329,3015.0225
SID173398,3881.7878
SID173484,2192.9229
SID173630,5354.0444
SID17367,2834.7668
SID173681,2419.6753
SID173725,2879.9746
SID173741,3056.9878
SID173746,2389.95
SID173859,2820.0754
SID173894,2821.8496
SID174037,2826.2036
SID174062,2546.715
SID17410,2454.6655
SID174154,2408.121
SID174295,2236.311
SID174296,2139.4888
SID17432,2381.4048
SID174374,2630.803
SID174382,4559.6226
SID174391,4730.762
SID174392,3256.5012
SID174476,2976.9675
SID174489,2310.6555
SID174498,2683.6035
SID174528,2636.7366
SID174565,3026.4048
SID174648,2703.3904
SID17487,2297.6643
SID174880,2256.335
SID174907,2914.4995
SID174950,2588.9358
SID174975,2071.918
SID17500,3027.0435
SID175014,2437.1523
SID175018,3106.5554
SID175030,2846.5098
SID175038,2432.7878
SID175063,1607.1208
SID175087,3000.6729
SID175141,2723.1223
SID175174,4606.43
SID175218,3717.2761
SID17523,5118.909
SID175314,2674.1904
SID175335,3907.9956
SID175479,2789.482
SID175493,2473.4556
SID175571,3515.4448
SID175616,2716.394
SID175629,2233.9338
SID175680,1885.75
SID175682,3034.3574
SID175743,2863.8115
SID175757,2436.3953
SID175863,2531.0676
SID175878,3899.7554
SID175989,4315.7354
SID176055,2954.6348
SID17606,2715.626
SID17620,3369.3967
SID176276,2594.7512
SID176361,3005.6616
SID176428,3095.101
SID176429,2768.7534
SID176480,4967.8276
SID176504,1847.7257
SID176634,2041.9574
SID176714,4425.8174
SID176744,3359.4507
SID176819,2863.2217
SID176851,1798.0807
SID176868,2780.4846
SID17695,1782.6575
SID176956,2956.955
SID176981,3514.5652
SID177095,3271.41
SID177116,3026.2925
SID177154,1785.0498
SID177270,2091.4202
SID17737,2902.6663
SID177423,3709.114
SID177486,3369.6091
