ID,Salary
SID149990,2458.797514358227
SID149995,2093.2233707424416
SID150050,3774.2548309298804
SID150061,2120.1004165028094
SID15016,3420.6011428562747
SID150352,2263.141649621623
SID150388,4551.396747428485
SID150446,2887.8177235698213
SID150540,2684.6926834400724
SID150550,2130.8424782248526
SID150919,2187.1341561661748
SID15101,2491.6882111861805
SID151036,2851.693434385924
SID151049,2052.0530287102756
SID151083,1830.098643172184
SID151085,2448.571399004441
SID15110,2003.475693926447
SID151227,2774.072888930747
SID151236,3066.4578149980657
SID151240,3066.4578149980657
SID151505,2602.034498010064
SID151612,2436.4418590095584
SID151637,2629.414485134359
SID151719,1492.7927090772762
SID151819,3363.413163459326
SID151881,3383.5165382290597
SID152074,4526.052892568578
SID152217,1466.0967967309055
SID152223,1337.6318126197134
SID152348,2353.92652849336
SID152427,2813.161046284278
SID15243,4862.499463584699
SID152494,2259.7914733735965
SID1525,2289.013945679594
SID152551,2075.776237885784
SID152589,2389.520847347258
SID15262,2288.417888780907
SID152717,1832.9616472415692
SID152760,1823.8604862605857
SID152764,2073.2473323344234
SID15278,2860.627607099021
SID152800,2252.697566103094
SID152916,2637.942640887721
SID15293,4559.817574669785
SID152935,2396.2581690497223
SID152997,2141.9074459956205
SID153084,2964.289775499639
SID153103,2399.246262451825
SID153145,3671.05398527149
SID153237,4320.865303171542
SID153345,2254.2794598259024
SID153511,3393.965619155907
SID153523,2645.5280443289184
SID153528,2642.1167356626233
SID153549,3655.050926019555
SID15357,2818.753914780166
SID153640,2234.273067120265
SID153657,1818.7431977325834
SID153734,3823.285943686212
SID153754,2443.9861902160815
SID15383,2377.2455513375708
SID153884,2065.9706555239136
SID15389,2846.0600677288653
SID153911,5729.301513979696
SID153948,2300.5559478904706
SID153959,2000.8445691275572
SID154082,3550.099233357307
SID154084,3550.099233357307
SID15421,2887.5455929504255
SID154257,2052.989579739566
SID15426,2459.1874150850235
SID154371,4849.23527991789
SID154490,2570.4161981224124
SID154497,2072.33090797451
SID154580,2992.237836076033
SID154623,2425.9898541291327
SID154626,2060.014177412587
SID154705,2626.790741025472
SID154706,2352.161738610905
SID154769,2178.566583365545
SID154779,2106.085755287276
SID154787,4028.381661984805
SID154815,3257.537022505707
SID154848,2223.0337532786816
SID155013,2014.715352707798
SID155036,3002.921654509185
SID155074,1975.8130358620922
SID155076,1975.8130358620922
SID155116,2786.8074418942433
SID155145,3252.516592774565
SID155194,2244.907926185825
SID155207,2598.9220020700545
SID155242,2410.298188075274
SID155605,1974.9648903944237
SID155681,2142.200479016107
SID155776,2983.675938909015
SID155779,3034.8137154050687
SID155794,2294.855200684953
SID155861,1733.6476828375055
SID155988,1723.7640321972217
SID15599,3118.467886241316
SID156011,2318.8986153131764
SID156082,1923.9848585422471
SID156103,2179.3944001985287
SID156143,2360.46195883333
SID156186,2473.1498287528348
SID156210,2950.662644602492
SID156227,2406.426003473426
SID156232,4365.859069475137
SID156244,2842.011746924977
SID156365,2092.623919356718
SID156420,1947.5488315208127
SID156562,2272.739152711975
SID156628,2104.0208202442636
SID156713,3042.9692403440076
SID156717,2023.1895504646297
SID156905,3583.8248391131783
SID156911,2230.637011641419
SID157013,5301.657567971974
SID157030,2288.414036771664
SID157033,3329.906616111371
SID157152,2513.2821805041144
SID157275,2555.2141063182758
SID157344,2352.223762505557
SID157345,2352.223762505557
SID15735,3260.8005284954693
SID157351,3693.076943026699
SID157488,3068.4348940163727
SID157522,2164.817117383373
SID15757,2608.1196652607637
SID157571,2535.2549656180845
SID157574,1781.081698137828
SID157645,3498.7488358957576
SID157655,2117.5263346671486
SID15770,2741.5737094248893
SID157782,2280.0743412347933
SID157852,2631.4445511076324
SID157954,2361.6923274688975
SID158029,2854.2822837394356
SID158165,3003.9967539183936
SID158168,1913.7365628952725
SID158223,2227.240622025567
SID158260,4001.188748388154
SID158383,3087.0562028214954
SID158388,2408.3873877301107
SID158415,2178.7372865844764
SID158484,3365.751404378498
SID158559,2076.2943340234633
SID158589,2677.6538719279847
SID158646,2456.0597109827813
SID158653,2210.795457939054
SID158678,3720.2371486114357
SID158767,2306.6487241660952
SID158779,2400.8426561446254
SID158803,3710.3101022839446
SID158830,3368.397175580652
SID15886,2345.64712138979
SID15887,3689.566443323877
SID158877,2838.233411115328
SID158898,3114.2971226802133
SID15903,1878.806018896089
SID159069,2001.1302210946292
SID159071,1850.745743024346
SID159081,2284.4797186902188
SID159122,4659.158304536921
SID159142,2766.419195502101
SID159151,2386.7791626503144
SID159152,3054.9904312055887
SID159428,2906.302231975021
SID159508,1922.5828884097934
SID159575,2953.8848658367297
SID159589,2043.2861274330223
SID159671,1973.9820887383783
SID159688,2851.5216768160126
SID159822,4862.4714006041
SID159838,2136.025362392209
SID159850,2084.295733146195
SID159872,2321.467627713869
SID159966,2216.1548826503767
SID160190,2676.9355944450767
SID160211,2104.3409700130883
SID160254,2168.1701557857846
SID16037,1679.0385563598425
SID160449,3871.6890774720314
SID160614,2261.5752193577255
SID160626,3498.1114569123165
SID160693,2869.1825226705378
SID160762,2489.711428633297
SID160889,2597.332884981359
SID161258,2853.5806294545505
SID161390,4008.521869238283
SID161451,2491.5077769563673
SID161482,4692.72997043021
SID161572,3378.824646330049
SID161598,3192.817744880859
SID161744,2187.7118066886287
SID161755,2111.891026523539
SID161785,2267.7323507925926
SID161833,1966.1200701745197
SID161896,3592.190085885186
SID1619,1788.3553650833396
SID161909,2521.3974295439148
SID161912,2673.3615697004198
SID161913,2425.035761137412
SID161974,2077.861840848722
SID161982,2106.499798326758
SID161995,2429.689641867655
SID161999,1792.8300194524725
SID162063,2488.281390285032
SID162102,3668.6301624183916
SID162144,2349.8444397346475
SID162168,2123.8688809808355
SID162326,2331.0378995420074
SID162476,1900.863321094602
SID162478,2733.554226900617
SID162487,2110.248271409539
SID162643,2426.0978458445366
SID162702,4696.647232053088
SID162830,2060.17758568138
SID162838,2371.474203147081
SID16314,4533.708097273165
SID163394,2257.6902106805155
SID163470,2581.1914787491437
SID163490,2563.975049869531
SID163496,2335.6030947540717
SID163526,2593.9001466686354
SID163530,2242.266931026479
SID163643,1941.5029894000327
SID163672,3710.009521702971
SID163680,2135.1806424104616
SID163732,2617.2376894799195
SID163749,2644.9727990673446
